campaign_id,campaign_name,account_id,account_name,account_currency,date,impressions,clicks,spend,cpc,cpm,ctr,reach,frequency,_weld_synced
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2024-12-17,14184,279,147.81,0.53,10.42,1.9673,11414,1.24,2024-12-18T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2024-12-17,14032,242,151.01,0.62,10.76,1.7253,12323,1.14,2024-12-18T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2024-12-17,7964,313,89.59,0.29,11.25,3.9389,5627,1.42,2024-12-18T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2024-12-17,7859,244,73.64,0.3,9.37,3.114,5737,1.37,2024-12-18T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2024-12-17,12966,242,136.64,0.56,10.54,1.8741,10521,1.23,2024-12-18T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2024-12-17,7996,317,69.0,0.22,8.63,3.968,7206,1.11,2024-12-18T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2024-12-18,17173,350,157.18,0.45,9.15,2.0429,14259,1.2,2024-12-19T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2024-12-18,13012,211,144.5,0.68,11.11,1.623,12161,1.07,2024-12-19T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2024-12-18,6266,247,64.31,0.26,10.26,3.9498,5601,1.12,2024-12-19T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2024-12-18,6768,206,67.81,0.33,10.02,3.0459,6123,1.11,2024-12-19T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2024-12-18,15491,310,153.82,0.5,9.93,2.0047,14566,1.06,2024-12-19T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2024-12-18,8443,265,75.17,0.28,8.9,3.1485,6665,1.27,2024-12-19T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2024-12-19,12938,265,137.3,0.52,10.61,2.0524,11620,1.11,2024-12-20T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2024-12-19,13523,227,134.93,0.59,9.98,1.6847,9479,1.43,2024-12-20T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2024-12-19,6683,236,64.89,0.27,9.71,3.5455,6200,1.08,2024-12-20T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2024-12-19,8042,320,74.52,0.23,9.27,3.9828,6767,1.19,2024-12-20T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2024-12-19,13282,203,157.36,0.78,11.85,1.5335,11139,1.19,2024-12-20T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2024-12-19,6750,202,78.84,0.39,11.68,2.9975,5354,1.26,2024-12-20T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2024-12-20,12422,241,135.55,0.56,10.91,1.9479,10085,1.23,2024-12-21T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2024-12-20,9758,169,121.4,0.72,12.44,1.7409,9115,1.07,2024-12-21T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2024-12-20,7009,234,61.63,0.26,8.79,3.3429,6184,1.13,2024-12-21T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2024-12-20,6557,235,69.82,0.3,10.65,3.5929,5991,1.09,2024-12-21T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2024-12-20,15383,280,140.37,0.5,9.13,1.8218,11848,1.3,2024-12-21T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2024-12-20,6119,195,58.58,0.3,9.57,3.1915,5507,1.11,2024-12-21T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2024-12-21,5281,81,57.02,0.7,10.8,1.5369,4891,1.08,2024-12-22T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2024-12-21,6352,131,60.38,0.46,9.51,2.0656,5443,1.17,2024-12-22T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2024-12-21,3819,145,33.06,0.23,8.66,3.8122,3145,1.21,2024-12-22T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2024-12-21,3250,113,34.05,0.3,10.48,3.4883,2974,1.09,2024-12-22T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2024-12-21,5748,101,60.47,0.6,10.52,1.7613,4465,1.29,2024-12-22T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2024-12-21,2473,78,27.8,0.36,11.24,3.1873,1770,1.4,2024-12-22T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2024-12-22,7663,139,63.96,0.46,8.35,1.8256,6853,1.12,2024-12-23T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2024-12-22,6232,113,59.66,0.53,9.57,1.8248,5777,1.08,2024-12-23T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2024-12-22,3177,110,32.13,0.29,10.11,3.4786,2711,1.17,2024-12-23T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2024-12-22,3054,104,31.41,0.3,10.28,3.4355,2725,1.12,2024-12-23T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2024-12-22,5782,96,63.02,0.66,10.9,1.6752,4748,1.22,2024-12-23T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2024-12-22,2789,94,33.17,0.35,11.89,3.3927,2163,1.29,2024-12-23T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2024-12-23,5297,82,53.9,0.66,10.18,1.5556,4846,1.09,2024-12-24T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2024-12-23,5647,91,53.45,0.59,9.47,1.6269,5344,1.06,2024-12-24T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2024-12-23,3763,115,32.03,0.28,8.51,3.0785,3011,1.25,2024-12-24T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2024-12-23,2343,88,27.13,0.31,11.58,3.7661,1740,1.35,2024-12-24T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2024-12-23,4294,79,49.87,0.63,11.61,1.8623,3159,1.36,2024-12-24T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2024-12-23,3138,103,29.01,0.28,9.24,3.3062,2406,1.3,2024-12-24T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2024-12-24,7360,117,70.45,0.6,9.57,1.5898,6938,1.06,2024-12-25T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2024-12-24,8655,158,74.97,0.47,8.66,1.8365,7708,1.12,2024-12-25T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2024-12-24,3175,112,34.49,0.31,10.86,3.5523,2347,1.35,2024-12-25T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2024-12-24,3267,97,35.32,0.36,10.81,2.9834,3041,1.07,2024-12-25T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2024-12-24,9855,169,87.69,0.52,8.9,1.7223,7622,1.29,2024-12-25T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2024-12-24,3091,116,33.66,0.29,10.89,3.7834,2733,1.13,2024-12-25T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2024-12-25,5822,108,51.09,0.47,8.78,1.8608,4979,1.17,2024-12-26T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2024-12-25,6030,101,61.03,0.6,10.12,1.689,5340,1.13,2024-12-26T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2024-12-25,3198,114,31.86,0.28,9.96,3.5896,2856,1.12,2024-12-26T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2024-12-25,2555,99,28.47,0.29,11.14,3.9055,1996,1.28,2024-12-26T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2024-12-25,6429,116,55.38,0.48,8.61,1.812,5493,1.17,2024-12-26T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2024-12-25,2348,75,28.43,0.38,12.11,3.22,2181,1.08,2024-12-26T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2024-12-26,4584,80,56.13,0.7,12.24,1.7642,4220,1.09,2024-12-27T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2024-12-26,5939,119,60.93,0.51,10.26,2.0063,4796,1.24,2024-12-27T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2024-12-26,2781,82,32.55,0.4,11.7,2.9823,1982,1.4,2024-12-27T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2024-12-26,2980,105,34.4,0.33,11.54,3.5557,2492,1.2,2024-12-27T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2024-12-26,5778,99,57.94,0.59,10.03,1.7155,5290,1.09,2024-12-27T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2024-12-26,3008,106,30.15,0.28,10.02,3.5485,2532,1.19,2024-12-27T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2024-12-27,7110,135,67.54,0.5,9.5,1.9041,5943,1.2,2024-12-28T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2024-12-27,6701,123,58.61,0.48,8.75,1.846,5162,1.3,2024-12-28T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2024-12-27,2278,78,26.93,0.35,11.82,3.427,1623,1.4,2024-12-28T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2024-12-27,2969,105,34.87,0.33,11.74,3.5555,2385,1.24,2024-12-28T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2024-12-27,4993,94,59.12,0.63,11.84,1.8968,3567,1.4,2024-12-28T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2024-12-27,2509,79,27.11,0.34,10.81,3.1668,1821,1.38,2024-12-28T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2024-12-28,9687,154,81.24,0.53,8.39,1.5984,8798,1.1,2024-12-29T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2024-12-28,8879,182,77.5,0.43,8.73,2.0578,6319,1.41,2024-12-29T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2024-12-28,3430,123,37.44,0.3,10.92,3.5951,2968,1.16,2024-12-29T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2024-12-28,3712,142,35.66,0.25,9.61,3.8372,2660,1.4,2024-12-29T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2024-12-28,7878,150,76.76,0.51,9.74,1.9096,6842,1.15,2024-12-29T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2024-12-28,3513,124,41.25,0.33,11.74,3.5486,2591,1.36,2024-12-29T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2024-12-29,5113,102,59.96,0.59,11.73,2.0064,4320,1.18,2024-12-30T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2024-12-29,6320,125,54.38,0.44,8.6,1.9844,4731,1.34,2024-12-30T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2024-12-29,3928,131,33.56,0.26,8.54,3.3564,2865,1.37,2024-12-30T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2024-12-29,2587,83,30.09,0.36,11.63,3.2422,2174,1.19,2024-12-30T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2024-12-29,6381,130,56.09,0.43,8.79,2.0428,5168,1.23,2024-12-30T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2024-12-29,2706,99,32.98,0.33,12.19,3.6928,1977,1.37,2024-12-30T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2024-12-30,7006,142,69.79,0.49,9.96,2.0304,4989,1.4,2024-12-31T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2024-12-30,6754,126,65.68,0.52,9.72,1.8658,5206,1.3,2024-12-31T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2024-12-30,2850,97,34.78,0.36,12.2,3.4381,2639,1.08,2024-12-31T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2024-12-30,2994,120,31.7,0.26,10.59,4.0224,2494,1.2,2024-12-31T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2024-12-30,7576,116,65.08,0.56,8.59,1.5365,5585,1.36,2024-12-31T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2024-12-30,4023,160,36.01,0.23,8.95,3.9799,3530,1.14,2024-12-31T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2024-12-31,8560,143,81.38,0.57,9.51,1.6819,7515,1.14,2025-01-01T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2024-12-31,8338,142,87.7,0.62,10.52,1.7039,6470,1.29,2025-01-01T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2024-12-31,3676,141,41.39,0.29,11.26,3.8613,3018,1.22,2025-01-01T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2024-12-31,3257,96,39.27,0.41,12.06,2.9762,3065,1.06,2025-01-01T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2024-12-31,8512,165,73.62,0.45,8.65,1.9413,6041,1.41,2025-01-01T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2024-12-31,4243,166,40.36,0.24,9.51,3.919,3650,1.16,2025-01-01T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2025-01-01,3860,71,41.95,0.59,10.87,1.848,3137,1.23,2025-01-02T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2025-01-01,3961,66,43.86,0.66,11.07,1.6825,3605,1.1,2025-01-02T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2025-01-01,2381,72,22.39,0.31,9.4,3.0372,2026,1.18,2025-01-02T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2025-01-01,1989,61,20.0,0.33,10.06,3.0959,1508,1.32,2025-01-02T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2025-01-01,3213,56,36.74,0.66,11.43,1.7674,2458,1.31,2025-01-02T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2025-01-01,2325,87,19.81,0.23,8.52,3.7708,2170,1.07,2025-01-02T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2025-01-02,6574,116,57.49,0.5,8.75,1.7787,6169,1.07,2025-01-03T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2025-01-02,5324,94,48.04,0.51,9.02,1.7657,3934,1.35,2025-01-03T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2025-01-02,2454,91,24.78,0.27,10.1,3.734,1964,1.25,2025-01-03T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2025-01-02,2947,102,29.09,0.29,9.87,3.4703,2737,1.08,2025-01-03T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2025-01-02,5523,110,54.09,0.49,9.79,1.9984,4938,1.12,2025-01-03T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2025-01-02,2227,76,25.75,0.34,11.56,3.4282,1641,1.36,2025-01-03T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2025-01-03,5377,106,45.63,0.43,8.49,1.9805,3965,1.36,2025-01-04T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2025-01-03,4557,77,50.05,0.65,10.98,1.6932,3882,1.17,2025-01-04T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2025-01-03,2219,77,22.33,0.29,10.06,3.5044,2033,1.09,2025-01-04T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2025-01-03,2228,82,20.72,0.25,9.3,3.6918,1926,1.16,2025-01-04T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2025-01-03,5430,88,50.88,0.58,9.37,1.6336,4470,1.21,2025-01-04T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2025-01-03,1970,77,23.28,0.3,11.82,3.9453,1513,1.3,2025-01-04T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2025-01-04,5047,84,49.41,0.59,9.79,1.6723,4083,1.24,2025-01-05T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2025-01-04,4717,91,58.95,0.65,12.5,1.9435,3966,1.19,2025-01-05T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2025-01-04,2294,87,25.57,0.29,11.15,3.812,2123,1.08,2025-01-05T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2025-01-04,2983,101,25.43,0.25,8.52,3.4181,2346,1.27,2025-01-05T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2025-01-04,6006,107,52.4,0.49,8.72,1.7959,5263,1.14,2025-01-05T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2025-01-04,2428,81,27.08,0.33,11.15,3.3762,2056,1.18,2025-01-05T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2025-01-05,6393,109,55.16,0.51,8.63,1.7116,4498,1.42,2025-01-06T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2025-01-05,5888,92,57.87,0.63,9.83,1.5689,4146,1.42,2025-01-06T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2025-01-05,2538,102,28.26,0.28,11.13,4.0218,2353,1.08,2025-01-06T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2025-01-05,3345,128,31.19,0.24,9.32,3.8557,2450,1.37,2025-01-06T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2025-01-05,4338,79,54.05,0.68,12.46,1.8427,3691,1.18,2025-01-06T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2025-01-05,2580,78,29.89,0.38,11.59,3.0592,1874,1.38,2025-01-06T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2025-01-06,5824,113,51.95,0.46,8.92,1.9529,5014,1.16,2025-01-07T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2025-01-06,5443,85,46.87,0.55,8.61,1.5638,3827,1.42,2025-01-07T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2025-01-06,2376,83,27.94,0.34,11.76,3.5288,1958,1.21,2025-01-07T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2025-01-06,2359,81,26.08,0.32,11.06,3.446,2158,1.09,2025-01-07T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2025-01-06,5079,95,55.26,0.58,10.88,1.8708,3837,1.32,2025-01-07T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2025-01-06,2444,77,27.72,0.36,11.34,3.1616,2148,1.14,2025-01-07T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2025-01-07,4599,85,43.15,0.51,9.38,1.8513,3904,1.18,2025-01-08T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2025-01-07,4335,69,43.89,0.64,10.12,1.606,3231,1.34,2025-01-08T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2025-01-07,2543,77,22.35,0.29,8.79,3.0354,2005,1.27,2025-01-08T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2025-01-07,2205,87,20.48,0.24,9.29,3.9563,1933,1.14,2025-01-08T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2025-01-07,4899,88,43.95,0.5,8.97,1.816,4394,1.11,2025-01-08T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2025-01-07,1998,67,19.38,0.29,9.7,3.3788,1707,1.17,2025-01-08T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2025-01-08,7711,142,70.07,0.49,9.09,1.8516,6588,1.17,2025-01-09T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2025-01-08,5701,115,67.84,0.59,11.9,2.0257,4872,1.17,2025-01-09T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2025-01-08,3227,121,32.98,0.27,10.22,3.7792,2496,1.29,2025-01-09T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2025-01-08,3305,102,36.55,0.36,11.06,3.1074,2646,1.25,2025-01-09T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2025-01-08,6712,116,75.11,0.65,11.19,1.7292,5633,1.19,2025-01-09T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2025-01-08,3325,125,36.4,0.29,10.95,3.7895,2771,1.2,2025-01-09T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2025-01-09,6937,142,67.81,0.48,9.78,2.0485,6329,1.1,2025-01-10T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2025-01-09,7405,118,70.58,0.6,9.53,1.5955,5227,1.42,2025-01-10T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2025-01-09,3636,117,35.0,0.3,9.63,3.2425,2763,1.32,2025-01-10T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2025-01-09,3157,110,30.73,0.28,9.73,3.5031,2811,1.12,2025-01-10T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2025-01-09,9125,184,77.26,0.42,8.47,2.0247,7753,1.18,2025-01-10T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2025-01-09,3347,117,32.02,0.27,9.57,3.5002,2679,1.25,2025-01-10T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2025-01-10,7319,125,73.26,0.59,10.01,1.7089,5788,1.26,2025-01-11T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2025-01-10,7107,147,59.44,0.4,8.36,2.0699,5018,1.42,2025-01-11T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2025-01-10,2957,104,34.76,0.33,11.76,3.5383,2796,1.06,2025-01-11T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2025-01-10,2899,104,30.23,0.29,10.43,3.6191,2448,1.18,2025-01-11T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2025-01-10,4940,101,55.73,0.55,11.28,2.0591,3761,1.31,2025-01-11T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2025-01-10,2980,108,35.75,0.33,12.0,3.646,2813,1.06,2025-01-11T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2025-01-11,8058,158,70.21,0.44,8.71,1.968,6204,1.3,2025-01-12T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2025-01-11,6915,132,65.29,0.49,9.44,1.9094,5386,1.28,2025-01-12T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2025-01-11,3192,124,39.01,0.31,12.22,3.8899,3028,1.05,2025-01-12T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2025-01-11,2805,96,33.81,0.35,12.05,3.4485,2659,1.05,2025-01-12T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2025-01-11,8361,143,71.65,0.5,8.57,1.7171,6605,1.27,2025-01-12T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2025-01-11,3375,128,32.91,0.26,9.75,3.8115,3205,1.05,2025-01-12T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2025-01-12,7477,134,64.16,0.48,8.58,1.7925,5307,1.41,2025-01-13T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2025-01-12,5802,93,60.89,0.65,10.49,1.604,5307,1.09,2025-01-13T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2025-01-12,2601,98,30.36,0.31,11.67,3.7887,2060,1.26,2025-01-13T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2025-01-12,3584,133,33.45,0.25,9.33,3.7306,2748,1.3,2025-01-13T00:00:00
