campaign_id,campaign_name,account_id,account_descriptive_name,date,impressions,clicks,cost_micros,conversions,conversions_value,device,ad_network_type,_weld_synced
GC004,Shopping - All Products,987654321,Vitalis UK,2024-12-26,3820,176,43480000,6.1,330.69,DESKTOP,SEARCH_PARTNERS,2024-12-27T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2024-12-26,6389,312,53820000,10.5,369.39,TABLET,SEARCH,2024-12-27T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2024-12-27,3976,268,31920000,23.7,1422.26,DESKTOP,SEARCH,2024-12-28T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2024-12-27,6722,218,50940000,5.4,330.61,DESKTOP,SEARCH,2024-12-28T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2024-12-27,6521,336,52260000,8.5,449.87,TABLET,SEARCH,2024-12-28T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2024-12-27,5332,236,43360000,7.2,433.27,TABLET,SEARCH_PARTNERS,2024-12-28T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2024-12-27,10059,696,68020000,25.8,1370.01,DESKTOP,SEARCH,2024-12-28T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2024-12-28,2905,97,30360000,7.2,446.97,DESKTOP,SEARCH,2024-12-29T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2024-12-28,4099,276,53470000,4.9,304.82,MOBILE,SEARCH,2024-12-29T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2024-12-28,5329,270,59110000,7.9,449.39,DESKTOP,SEARCH,2024-12-29T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2024-12-28,5986,199,41590000,8.6,501.47,MOBILE,SEARCH_PARTNERS,2024-12-29T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2024-12-28,4575,177,62650000,5.6,197.37,MOBILE,SEARCH,2024-12-29T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2024-12-29,3453,123,24240000,12.4,694.35,DESKTOP,SEARCH,2024-12-30T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2024-12-29,4151,222,50630000,4.5,285.18,TABLET,SEARCH,2024-12-30T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2024-12-29,6446,424,54230000,7.8,440.61,DESKTOP,SEARCH,2024-12-30T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2024-12-29,5117,207,49130000,9.4,543.18,DESKTOP,SEARCH_PARTNERS,2024-12-30T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2024-12-29,6475,421,52750000,11.7,695.93,MOBILE,SEARCH,2024-12-30T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2024-12-30,1411,59,21440000,4.5,221.68,TABLET,SEARCH,2024-12-31T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2024-12-30,5592,364,41640000,9.7,370.17,DESKTOP,SEARCH,2024-12-31T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2024-12-30,5274,237,50980000,7.4,398.52,TABLET,SEARCH,2024-12-31T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2024-12-30,3590,159,37570000,7.0,351.7,TABLET,SEARCH_PARTNERS,2024-12-31T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2024-12-30,5506,315,54230000,9.7,560.57,DESKTOP,SEARCH,2024-12-31T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2024-12-31,1823,119,25420000,10.6,524.12,DESKTOP,SEARCH,2025-01-01T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2024-12-31,4126,182,43300000,4.0,164.13,DESKTOP,SEARCH,2025-01-01T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2024-12-31,4335,144,42270000,4.0,180.87,MOBILE,SEARCH,2025-01-01T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2024-12-31,5290,191,40660000,6.0,259.97,TABLET,SEARCH_PARTNERS,2025-01-01T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2024-12-31,7023,350,52350000,13.5,780.26,DESKTOP,SEARCH,2025-01-01T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2025-01-01,1959,93,15740000,6.2,371.25,MOBILE,SEARCH,2025-01-02T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2025-01-01,2109,75,30090000,1.6,76.94,TABLET,SEARCH,2025-01-02T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2025-01-01,2282,140,34780000,4.4,224.1,MOBILE,SEARCH,2025-01-02T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2025-01-01,1931,86,28470000,3.4,168.0,MOBILE,SEARCH_PARTNERS,2025-01-02T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2025-01-01,5163,185,42370000,4.8,303.21,MOBILE,SEARCH,2025-01-02T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2025-01-02,2733,104,18760000,6.7,416.26,DESKTOP,SEARCH,2025-01-03T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2025-01-02,3584,109,35290000,2.5,107.13,MOBILE,SEARCH,2025-01-03T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2025-01-02,2837,189,40140000,4.8,254.28,DESKTOP,SEARCH,2025-01-03T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2025-01-02,3280,196,25220000,6.7,303.55,TABLET,SEARCH_PARTNERS,2025-01-03T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2025-01-02,4417,227,43120000,5.6,307.87,MOBILE,SEARCH,2025-01-03T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2025-01-03,2321,127,17140000,11.7,447.92,DESKTOP,SEARCH,2025-01-04T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2025-01-03,3725,197,33780000,4.8,168.17,TABLET,SEARCH,2025-01-04T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2025-01-03,3415,139,34260000,3.2,114.93,TABLET,SEARCH,2025-01-04T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2025-01-03,1922,106,31420000,4.0,226.41,DESKTOP,SEARCH_PARTNERS,2025-01-04T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2025-01-03,5028,323,35640000,8.0,348.86,DESKTOP,SEARCH,2025-01-04T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2025-01-04,1217,63,15460000,5.9,362.4,MOBILE,SEARCH,2025-01-05T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2025-01-04,2314,74,37330000,2.3,138.97,TABLET,SEARCH,2025-01-05T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2025-01-04,3995,216,36660000,6.2,378.11,MOBILE,SEARCH,2025-01-05T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2025-01-04,3826,200,29030000,6.4,348.62,TABLET,SEARCH_PARTNERS,2025-01-05T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2025-01-04,5360,334,43680000,8.6,447.39,TABLET,SEARCH,2025-01-05T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2025-01-05,1063,44,16379999,2.9,174.27,TABLET,SEARCH,2025-01-06T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2025-01-05,3719,139,39440000,2.5,128.98,TABLET,SEARCH,2025-01-06T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2025-01-05,3787,261,39550000,6.4,415.22,TABLET,SEARCH,2025-01-06T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2025-01-05,2557,107,25620000,2.7,170.56,TABLET,SEARCH_PARTNERS,2025-01-06T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2025-01-05,5063,209,47000000,4.9,191.99,MOBILE,SEARCH,2025-01-06T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2025-01-06,2326,91,20010000,7.7,354.06,DESKTOP,SEARCH,2025-01-07T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2025-01-06,3620,237,44030000,4.8,186.5,DESKTOP,SEARCH,2025-01-07T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2025-01-06,3614,224,42600000,7.2,267.8,MOBILE,SEARCH,2025-01-07T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2025-01-06,4978,182,34010000,7.5,338.19,MOBILE,SEARCH_PARTNERS,2025-01-07T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2025-01-06,5026,163,40930000,4.5,272.07,DESKTOP,SEARCH,2025-01-07T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2025-01-07,1993,108,20280000,7.0,427.11,MOBILE,SEARCH,2025-01-08T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2025-01-07,4469,146,41340000,4.6,225.53,TABLET,SEARCH,2025-01-08T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2025-01-07,4871,256,41260000,7.6,331.28,DESKTOP,SEARCH,2025-01-08T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2025-01-07,4438,146,35780000,5.7,354.41,TABLET,SEARCH_PARTNERS,2025-01-08T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2025-01-07,5402,327,45880000,8.7,368.27,DESKTOP,SEARCH,2025-01-08T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2025-01-08,1435,98,22010000,6.1,370.04,TABLET,SEARCH,2025-01-09T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2025-01-08,2562,111,42680000,3.5,207.08,TABLET,SEARCH,2025-01-09T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2025-01-08,4653,229,39420000,5.1,211.09,MOBILE,SEARCH,2025-01-09T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2025-01-08,5346,201,40680000,6.0,248.19,MOBILE,SEARCH_PARTNERS,2025-01-09T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2025-01-08,7083,276,55570000,8.7,452.29,DESKTOP,SEARCH,2025-01-09T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2025-01-09,3823,206,29200000,15.5,804.68,DESKTOP,SEARCH,2025-01-10T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2025-01-09,3865,117,48420000,2.8,114.1,MOBILE,SEARCH,2025-01-10T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2025-01-09,5597,284,53110000,9.0,366.35,MOBILE,SEARCH,2025-01-10T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2025-01-09,5429,260,45990000,6.7,262.18,DESKTOP,SEARCH_PARTNERS,2025-01-10T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2025-01-09,7379,479,61480000,13.1,540.29,TABLET,SEARCH,2025-01-10T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2025-01-10,3297,171,24010000,17.3,748.29,DESKTOP,SEARCH,2025-01-11T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2025-01-10,5598,346,50340000,9.7,373.18,TABLET,SEARCH,2025-01-11T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2025-01-10,6573,245,49210000,6.2,224.99,MOBILE,SEARCH,2025-01-11T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2025-01-10,3963,267,47830000,8.9,438.56,TABLET,SEARCH_PARTNERS,2025-01-11T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2025-01-10,6877,438,59950000,16.6,797.42,TABLET,SEARCH,2025-01-11T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2025-01-11,1955,130,25000000,12.9,688.81,DESKTOP,SEARCH,2025-01-12T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2025-01-11,3637,249,56980000,5.6,309.42,TABLET,SEARCH,2025-01-12T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2025-01-11,7187,281,53140000,7.1,286.59,MOBILE,SEARCH,2025-01-12T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2025-01-11,4459,276,48660000,6.8,309.07,MOBILE,SEARCH_PARTNERS,2025-01-12T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2025-01-11,8640,551,65200000,13.5,543.11,TABLET,SEARCH,2025-01-12T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2025-01-12,1531,63,20030000,6.2,263.94,DESKTOP,SEARCH,2025-01-13T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2025-01-12,3994,137,51320000,2.5,125.52,TABLET,SEARCH,2025-01-13T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2025-01-12,3868,163,48440000,4.9,184.98,TABLET,SEARCH,2025-01-13T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2025-01-12,2392,109,35990000,4.1,207.64,TABLET,SEARCH_PARTNERS,2025-01-13T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2025-01-12,4700,153,56680000,4.9,233.62,DESKTOP,SEARCH,2025-01-13T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2025-01-13,1992,116,25720000,11.2,468.23,DESKTOP,SEARCH,2025-01-14T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2025-01-13,4088,198,46410000,4.7,260.21,MOBILE,SEARCH,2025-01-14T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2025-01-13,3224,216,45370000,4.5,238.72,MOBILE,SEARCH,2025-01-14T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2025-01-13,2701,159,34890000,5.2,221.55,DESKTOP,SEARCH_PARTNERS,2025-01-14T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2025-01-13,4513,218,50780000,6.8,342.1,TABLET,SEARCH,2025-01-14T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2025-01-14,2083,70,24090000,5.9,265.03,DESKTOP,SEARCH,2025-01-15T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2025-01-14,3762,132,52220000,4.2,238.34,MOBILE,SEARCH,2025-01-15T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2025-01-14,6825,258,48010000,7.3,472.96,DESKTOP,SEARCH,2025-01-15T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2025-01-14,3545,160,44200000,7.2,396.28,TABLET,SEARCH_PARTNERS,2025-01-15T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2025-01-14,5364,369,51740000,11.5,566.6,MOBILE,SEARCH,2025-01-15T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2025-01-15,1654,99,23870000,7.3,291.63,TABLET,SEARCH,2025-01-16T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2025-01-15,5175,283,42590000,5.8,231.1,DESKTOP,SEARCH,2025-01-16T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2025-01-15,4086,125,49530000,2.8,152.28,DESKTOP,SEARCH,2025-01-16T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2025-01-15,3455,106,42090000,3.2,148.1,TABLET,SEARCH_PARTNERS,2025-01-16T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2025-01-15,6038,405,52550000,9.1,555.68,TABLET,SEARCH,2025-01-16T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2025-01-16,2859,90,22070000,7.1,387.41,MOBILE,SEARCH,2025-01-17T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2025-01-16,6564,354,52580000,8.7,539.56,DESKTOP,SEARCH,2025-01-17T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2025-01-16,4490,229,47220000,5.7,359.43,DESKTOP,SEARCH,2025-01-17T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2025-01-16,6294,303,45580000,12.6,504.66,TABLET,SEARCH_PARTNERS,2025-01-17T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2025-01-16,7734,299,54500000,6.7,285.19,MOBILE,SEARCH,2025-01-17T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2025-01-17,2716,142,24170000,11.1,706.98,TABLET,SEARCH,2025-01-18T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2025-01-17,6563,308,46740000,8.1,508.63,TABLET,SEARCH,2025-01-18T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2025-01-17,4609,275,53490000,8.3,380.42,TABLET,SEARCH,2025-01-18T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2025-01-17,4158,200,42470000,5.4,232.73,TABLET,SEARCH_PARTNERS,2025-01-18T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2025-01-17,6959,289,60290000,9.6,511.88,TABLET,SEARCH,2025-01-18T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2025-01-18,3081,120,27060000,9.2,448.25,DESKTOP,SEARCH,2025-01-19T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2025-01-18,4042,190,56680000,3.9,138.82,MOBILE,SEARCH,2025-01-19T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2025-01-18,6315,285,54350000,8.8,561.6,TABLET,SEARCH,2025-01-19T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2025-01-18,3773,118,35670000,3.1,141.28,DESKTOP,SEARCH_PARTNERS,2025-01-19T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2025-01-18,8152,409,57390000,11.1,528.62,TABLET,SEARCH,2025-01-19T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2025-01-19,3058,163,24500000,12.0,756.18,DESKTOP,SEARCH,2025-01-20T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2025-01-19,7637,253,55920000,5.2,229.38,TABLET,SEARCH,2025-01-20T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2025-01-19,4632,300,46750000,9.2,330.02,MOBILE,SEARCH,2025-01-20T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2025-01-19,3342,176,39500000,4.6,234.31,MOBILE,SEARCH_PARTNERS,2025-01-20T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2025-01-19,9171,511,63890000,12.3,710.59,TABLET,SEARCH,2025-01-20T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2025-01-20,1934,81,25910000,6.9,425.75,DESKTOP,SEARCH,2025-01-21T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2025-01-20,5961,278,47490000,6.7,249.89,DESKTOP,SEARCH,2025-01-21T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2025-01-20,3552,170,53630000,5.2,247.61,TABLET,SEARCH,2025-01-21T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2025-01-20,5923,377,40530000,13.6,767.11,MOBILE,SEARCH_PARTNERS,2025-01-21T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2025-01-20,8342,332,57270000,11.3,444.69,DESKTOP,SEARCH,2025-01-21T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2025-01-21,3315,206,24750000,11.8,651.96,MOBILE,SEARCH,2025-01-22T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2025-01-21,5560,358,52160000,10.3,420.0,MOBILE,SEARCH,2025-01-22T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2025-01-21,3134,144,49030000,3.3,127.31,MOBILE,SEARCH,2025-01-22T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2025-01-21,3013,185,33610000,6.7,379.71,MOBILE,SEARCH_PARTNERS,2025-01-22T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2025-01-21,7740,536,58450000,12.4,786.34,MOBILE,SEARCH,2025-01-22T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2025-01-22,2593,81,20480000,6.3,390.13,TABLET,SEARCH,2025-01-23T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2025-01-22,6120,311,53280000,6.9,307.02,TABLET,SEARCH,2025-01-23T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2025-01-22,3484,196,43160000,3.7,214.98,MOBILE,SEARCH,2025-01-23T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2025-01-22,2627,128,35370000,3.7,238.14,MOBILE,SEARCH_PARTNERS,2025-01-23T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2025-01-22,5962,385,47770000,12.9,623.21,DESKTOP,SEARCH,2025-01-23T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2025-01-23,1710,63,25110000,4.8,255.42,DESKTOP,SEARCH,2025-01-24T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2025-01-23,6448,219,50140000,4.1,146.34,DESKTOP,SEARCH,2025-01-24T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2025-01-23,3179,156,45510000,3.5,163.51,MOBILE,SEARCH,2025-01-24T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2025-01-23,4057,237,42020000,9.2,420.6,MOBILE,SEARCH_PARTNERS,2025-01-24T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2025-01-23,6452,356,54930000,12.1,591.75,MOBILE,SEARCH,2025-01-24T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2025-01-24,2874,161,22020000,16.7,820.96,MOBILE,SEARCH,2025-01-25T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2025-01-24,3645,248,39870000,6.7,351.9,DESKTOP,SEARCH,2025-01-25T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2025-01-24,5932,263,49380000,7.2,348.19,MOBILE,SEARCH,2025-01-25T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2025-01-24,2728,104,33540000,4.5,191.42,MOBILE,SEARCH_PARTNERS,2025-01-25T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2025-01-24,6986,378,48570000,11.5,637.77,DESKTOP,SEARCH,2025-01-25T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2025-01-25,3250,101,28350000,7.3,271.32,MOBILE,SEARCH,2025-01-26T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2025-01-25,5707,321,50260000,8.7,535.59,MOBILE,SEARCH,2025-01-26T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2025-01-25,5029,324,54420000,6.4,398.83,TABLET,SEARCH,2025-01-26T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2025-01-25,3603,178,36940000,4.7,211.45,TABLET,SEARCH_PARTNERS,2025-01-26T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2025-01-25,4087,277,58530000,6.3,317.55,MOBILE,SEARCH,2025-01-26T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2025-01-26,2871,188,27970000,16.2,945.49,TABLET,SEARCH,2025-01-27T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2025-01-26,3358,172,55860000,4.4,204.5,DESKTOP,SEARCH,2025-01-27T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2025-01-26,4533,294,45870000,5.6,308.76,DESKTOP,SEARCH,2025-01-27T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2025-01-26,2559,128,41570000,3.3,141.91,TABLET,SEARCH_PARTNERS,2025-01-27T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2025-01-26,7734,431,67160000,16.4,632.58,DESKTOP,SEARCH,2025-01-27T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2025-01-27,2602,173,21930000,13.0,711.25,DESKTOP,SEARCH,2025-01-28T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2025-01-27,6756,260,56610000,7.8,446.05,MOBILE,SEARCH,2025-01-28T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2025-01-27,8124,304,57440000,9.1,494.61,MOBILE,SEARCH,2025-01-28T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2025-01-27,4141,264,37300000,11.2,406.35,MOBILE,SEARCH_PARTNERS,2025-01-28T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2025-01-27,7184,292,62450000,8.6,401.93,MOBILE,SEARCH,2025-01-28T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2025-01-28,1963,67,23610000,6.1,253.26,DESKTOP,SEARCH,2025-01-29T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2025-01-28,6155,346,52710000,7.0,385.91,DESKTOP,SEARCH,2025-01-29T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2025-01-28,6329,386,49400000,7.5,346.16,DESKTOP,SEARCH,2025-01-29T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2025-01-28,6044,334,43580000,13.8,761.86,DESKTOP,SEARCH_PARTNERS,2025-01-29T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2025-01-28,8085,360,58170000,7.9,283.81,DESKTOP,SEARCH,2025-01-29T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2025-01-29,2733,106,20920000,8.1,348.05,DESKTOP,SEARCH,2025-01-30T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2025-01-29,3144,126,41060000,3.3,139.77,DESKTOP,SEARCH,2025-01-30T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2025-01-29,5813,237,45520000,7.0,329.54,MOBILE,SEARCH,2025-01-30T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2025-01-29,4577,214,35330000,8.4,419.75,DESKTOP,SEARCH_PARTNERS,2025-01-30T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2025-01-29,6588,355,58620000,12.5,592.34,DESKTOP,SEARCH,2025-01-30T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2025-01-30,2182,101,26120000,10.3,609.73,DESKTOP,SEARCH,2025-01-31T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2025-01-30,5278,231,53250000,6.0,224.58,MOBILE,SEARCH,2025-01-31T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2025-01-30,5197,223,49970000,6.6,326.06,TABLET,SEARCH,2025-01-31T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2025-01-30,6603,316,46110000,14.0,641.83,DESKTOP,SEARCH_PARTNERS,2025-01-31T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2025-01-30,8985,427,66510000,12.1,610.19,DESKTOP,SEARCH,2025-01-31T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2025-01-31,1851,64,20830000,5.1,264.93,MOBILE,SEARCH,2025-02-01T00:00:00
